Bremen,2024-02-28,01:05:26,0.36,93,broken clouds,0.51,,
Bremen,2024-02-28,01:10:55,0.36,93,broken clouds,0.51,,
Bremen,2024-02-28,01:20:57,0.27,94,mist,1.54,,
Bremen,2024-02-28,01:40:18,-0.22,96,mist,1.03,,
Bremen,2024-02-28,01:42:00,0.25,94,mist,1.03,,
Bremen,2024-02-28,02:23:51,0.13,94,scattered clouds,0.51,,
Bremen,2024-02-28,02:32:47,-0.18,94,mist,1.03,,
Bremen,2024-02-28,02:50:09,0.21,94,mist,1.03,,
Bremen,2024-02-28,02:51:18,0.21,94,mist,1.03,,
Bremen,2024-02-28,02:54:43,0.21,94,mist,1.03,,
Bremen,2024-02-28,03:00:11,0.6,94,mist,1.03,,
Bremen,2024-02-28,04:01:01,0.79,94,mist,1.54,,
Bremen,2024-02-28,05:01:53,0.25,96,mist,1.54,,
Bremen,2024-02-28,06:01:53,0.19,96,mist,1.54,,
Bremen,2024-02-29,13:47:55,11.75,68,broken clouds,6.69,,
Bremen,2024-02-29,14:49:08,11.84,68,scattered clouds,7.2,,
Bremen,2024-02-29,15:49:09,11,69,clear sky,5.66,,
Bremen,2024-02-29,16:49:09,10.45,73,clear sky,4.63,,
Bremen,2024-02-29,17:49:23,9.76,73,clear sky,4.12,,
Bremen,2024-02-29,18:49:23,9.4,78,few clouds,4.63,,
Bremen,2024-02-29,23:59:36,5.8,85,clear sky,3.6,,
Bremen,2024-03-01,00:59:36,5.86,83,clear sky,3.6,,
Bremen,2024-03-01,01:59:36,5.02,85,clear sky,3.09,,
Bremen,2024-03-01,02:59:36,4.14,86,few clouds,3.6,,
Bremen,2024-03-01,04:00:31,3.86,89,few clouds,3.09,,
Bremen,2024-03-01,05:00:31,3.49,89,few clouds,3.6,,
Bremen,2024-03-01,06:00:32,4.32,87,broken clouds,2.57,,
Bremen,2024-03-01,16:25:05,10.1,82,few clouds,5.66,,
Bremen,2024-03-01,16:36:14,9.81,84,few clouds,3.6,,
Bremen,2024-03-01,17:36:15,8.91,82,clear sky,3.6,,
Bremen,2024-03-01,18:36:15,8.9,82,clear sky,2.57,,
Bremen,2024-03-01,19:36:15,8.78,80,clear sky,4.12,,
Bremen,2024-03-01,20:36:16,8.33,84,clear sky,4.12,,
Bremen,2024-03-01,21:36:16,7.74,84,clear sky,3.6,,
Bremen,2024-03-01,22:36:16,7.41,85,clear sky,2.57,,
Bremen,2024-03-01,23:36:16,6.95,83,clear sky,3.09,,
Bremen,2024-03-02,00:36:17,6.46,84,clear sky,3.09,,
Bremen,2024-03-02,01:37:00,6.06,88,clear sky,3.09,,
Bremen,2024-03-02,02:37:01,5.79,84,clear sky,4.12,,
Bremen,2024-03-02,03:37:01,5.67,84,clear sky,4.12,,
Bremen,2024-03-02,04:37:02,5.85,85,clear sky,5.14,,
Bremen,2024-03-02,05:37:02,5.71,84,clear sky,3.6,,
Bremen,2024-03-02,06:37:09,5.6,84,clear sky,3.6,,
Bremen,2024-03-02,07:37:09,5.72,84,clear sky,3.09,,
Bremen,2024-03-02,08:37:09,6.46,88,clear sky,3.09,,
Bremen,2024-03-02,09:37:10,8.26,85,clear sky,3.6,,
Bremen,2024-03-02,10:37:10,11.14,77,clear sky,5.14,,
Bremen,2024-03-02,11:38:12,12.81,73,clear sky,4.12,,
Bremen,2024-03-02,12:38:13,12.99,62,clear sky,4.63,,
Bremen,2024-03-02,13:38:13,13.29,71,clear sky,4.12,,
Bremen,2024-03-02,14:38:13,13.02,72,clear sky,4.63,,
Bremen,2024-03-02,15:38:13,13.35,70,clear sky,5.14,,
Bremen,2024-03-02,16:39:26,12.51,75,clear sky,4.63,,
Bremen,2024-03-02,17:39:26,11.11,78,clear sky,4.12,,
Bremen,2024-03-02,18:39:27,10.87,69,clear sky,3.6,,
Bremen,2024-03-02,19:39:27,10.62,70,clear sky,3.6,,
Bremen,2024-03-02,20:39:27,9.74,73,clear sky,3.6,,
Bremen,2024-03-02,21:39:28,9.03,78,clear sky,3.09,,
Bremen,2024-03-02,22:39:28,8.69,82,clear sky,4.12,,
Bremen,2024-03-02,23:40:16,8.51,83,clear sky,3.6,,
Bremen,2024-03-03,00:40:16,7.74,83,clear sky,4.63,,
Bremen,2024-03-03,01:40:16,7.41,85,clear sky,3.6,,
Bremen,2024-03-03,02:40:17,6.74,88,clear sky,4.12,,
Bremen,2024-03-03,03:40:17,6.58,88,clear sky,3.6,,
Bremen,2024-03-03,04:40:17,5.96,89,clear sky,2.57,,
Bremen,2024-03-03,05:40:18,4.54,94,overcast clouds,3.09,,
Bremen,2024-03-03,06:40:18,5.3,92,overcast clouds,4.63,,
Bremen,2024-03-03,07:40:18,6.07,92,broken clouds,4.63,,
Bremen,2024-03-03,08:40:18,7.52,87,clear sky,3.6,,
Bremen,2024-03-03,09:40:19,10.61,81,clear sky,4.12,,
Bremen,2024-03-03,10:40:19,12.06,80,clear sky,4.63,,
Bremen,2024-03-03,11:40:19,13.13,77,clear sky,4.63,,
Bremen,2024-03-03,12:40:20,13.36,76,clear sky,4.12,,
Bremen,2024-03-03,13:40:20,13.48,75,clear sky,5.14,,
Bremen,2024-03-03,14:40:20,13.05,76,scattered clouds,4.12,,
Bremen,2024-03-03,15:40:21,13.57,74,clear sky,4.12,,
Bremen,2024-03-03,16:40:21,13.08,77,broken clouds,4.12,,
Bremen,2024-03-03,17:40:21,10.19,84,clear sky,3.6,,
Bremen,2024-03-03,18:40:22,9.39,87,clear sky,2.57,,
Bremen,2024-03-03,19:40:22,9.45,80,clear sky,3.6,,
Bremen,2024-03-03,20:41:01,9,82,clear sky,2.57,,
Bremen,2024-03-03,21:42:01,8.11,87,clear sky,3.6,,
Bremen,2024-03-03,22:43:01,7.1,91,few clouds,3.09,,
Bremen,2024-03-03,23:44:02,6.89,94,few clouds,3.09,,
Bremen,2024-03-04,00:46:04,6.67,94,scattered clouds,3.09,,
Bremen,2024-03-04,01:48:14,6.33,95,mist,2.06,,
Bremen,2024-03-04,02:50:57,5.86,97,mist,2.57,,
Bremen,2024-03-04,03:52:59,5.6,95,mist,2.06,,
Bremen,2024-03-04,04:54:38,5.46,98,fog,2.06,,
Bremen,2024-03-04,05:55:38,5.98,98,fog,1.54,,
Bremen,2024-03-04,06:57:11,5.85,99,mist,1.03,,
Bremen,2024-03-04,07:58:11,7.04,98,mist,2.06,,
Bremen,2024-03-04,08:59:11,8.11,96,mist,2.57,,
Bremen,2024-03-04,10:00:12,9.16,92,mist,2.06,,
Bremen,2024-03-04,11:01:12,10.63,86,mist,1.03,,
Bremen,2024-03-04,12:02:12,10.98,88,broken clouds,2.06,,
Bremen,2024-03-04,13:03:13,10.86,83,overcast clouds,3.6,,
Bremen,2024-03-04,14:04:13,11.12,82,broken clouds,2.06,,
Bremen,2024-03-04,15:05:14,10.79,88,few clouds,1.54,,
Bremen,2024-03-04,16:06:14,10.69,88,overcast clouds,2.06,,
Bremen,2024-03-04,17:07:14,9.83,92,overcast clouds,1.03,,
Bremen,2024-03-04,18:09:10,9.75,92,broken clouds,2.06,,
Bremen,2024-03-05,13:09:36,5.86,85,light rain,4.63,,
Bremen,2024-03-05,23:56:02,3.79,80,overcast clouds,4.63,,
Bremen,2024-03-06,00:56:02,3.8,80,overcast clouds,5.14,,
Bremen,2024-03-06,01:56:03,3.8,83,overcast clouds,4.12,,
Bremen,2024-03-06,02:56:03,3.28,87,overcast clouds,4.12,,
Bremen,2024-03-06,03:56:03,3.19,87,overcast clouds,4.63,,
Bremen,2024-03-06,04:56:04,3.05,88,overcast clouds,4.12,,
Bremen,2024-03-06,05:56:04,2.63,88,overcast clouds,4.63,,
Bremen,2024-03-06,06:56:04,2.79,89,overcast clouds,5.14,,
Bremen,2024-03-06,07:56:05,2.99,88,overcast clouds,5.14,,
Bremen,2024-03-06,08:56:05,3.51,90,overcast clouds,4.63,,
Bremen,2024-03-06,09:56:06,4.88,84,overcast clouds,3.09,,
Bremen,2024-03-06,10:56:18,6.74,80,overcast clouds,3.09,,
Bremen,2024-03-06,11:56:18,7.33,78,overcast clouds,4.63,,
Bremen,2024-03-06,12:56:18,8.91,72,broken clouds,5.14,,
Bremen,2024-03-06,13:56:18,8.91,75,few clouds,4.12,,
Bremen,2024-03-06,14:56:19,8.91,75,overcast clouds,3.09,,
Bremen,2024-03-06,15:56:19,9.14,72,overcast clouds,2.57,,
Bremen,2024-03-06,16:56:19,8.38,78,broken clouds,1.03,,
Bremen,2024-03-06,17:56:20,7.41,72,few clouds,0.51,,
Bremen,2024-03-06,18:56:20,5.58,84,clear sky,3.09,,
Bremen,2024-03-06,19:57:12,4.71,83,clear sky,3.6,,
Bremen,2024-03-06,20:57:12,3.75,86,clear sky,3.09,,
Bremen,2024-03-06,21:57:13,2.74,86,clear sky,4.12,,
Bremen,2024-03-06,22:57:13,2.38,87,broken clouds,4.12,,
Bremen,2024-03-07,23:05:54,1.75,87,clear sky,4.12,,
Bremen,2024-03-08,00:05:54,1.45,84,clear sky,4.63,,
Bremen,2024-03-08,01:05:54,0.74,86,clear sky,4.12,,
Bremen,2024-03-08,02:05:55,0.93,82,clear sky,4.12,,
Bremen,2024-03-08,03:05:55,0,89,clear sky,4.12,,
Bremen,2024-03-08,04:05:55,-0.25,88,clear sky,3.6,,
Bremen,2024-03-08,05:05:55,-0.34,90,clear sky,4.63,,
Bremen,2024-03-08,06:05:56,-0.81,93,clear sky,4.12,,
Bremen,2024-03-08,07:05:56,0.18,86,clear sky,5.14,,
Bremen,2024-03-08,08:05:57,1.35,81,clear sky,5.66,,
Bremen,2024-03-08,09:05:57,2.82,76,clear sky,5.66,,
Bremen,2024-03-08,10:05:57,4.48,78,clear sky,6.17,,
Bremen,2024-03-08,11:05:57,6.14,72,clear sky,6.69,,
Bremen,2024-03-08,11:18:00,6.14,71,clear sky,6.69,,
Bremen,2024-03-08,11:25:48,6.58,71,clear sky,6.69,,
Bremen,2024-03-08,11:36:09,7.13,70,clear sky,7.2,,
Bremen,2024-03-08,11:38:55,7.13,70,clear sky,7.2,,
Bremen,2024-03-08,11:44:29,7.13,70,clear sky,7.2,,
Bremen,2024-03-08,12:44:30,7.57,69,clear sky,6.69,,
Bremen,2024-03-08,13:44:30,8.08,63,clear sky,6.69,,
Bremen,2024-03-08,14:44:31,8.45,67,clear sky,6.69,,
Bremen,2024-03-08,15:44:32,8.36,66,clear sky,7.72,,
Bremen,2024-03-08,16:44:32,7.87,59,clear sky,7.2,,
Bremen,2024-03-08,17:44:32,6.75,61,clear sky,7.2,,
Bremen,2024-03-08,18:44:33,5.97,63,clear sky,5.66,,
Bremen,2024-03-08,19:44:33,5.62,64,clear sky,6.17,,
Bremen,2024-03-08,20:44:34,4.85,64,clear sky,5.14,,
Bremen,2024-03-08,21:44:34,4.74,65,clear sky,5.66,,
Bremen,2024-03-08,22:44:34,4.56,65,clear sky,5.14,,
Bremen,2024-03-08,23:45:11,3.89,69,clear sky,4.12,,
Bremen,2024-03-09,00:45:12,3.13,75,clear sky,2.57,,
Bremen,2024-03-09,01:45:12,2.36,79,clear sky,3.09,,
Bremen,2024-03-09,02:45:13,2.13,80,clear sky,4.12,,
Bremen,2024-03-09,03:45:13,1.84,81,clear sky,5.14,,
Bremen,2024-03-09,04:45:14,1.38,86,clear sky,4.63,,
Bremen,2024-03-09,05:45:14,0.97,85,clear sky,4.12,,
Bremen,2024-03-09,06:45:15,1.08,87,clear sky,3.6,,
Bremen,2024-03-09,07:45:15,2.02,82,clear sky,5.14,,
Bremen,2024-03-09,08:46:01,4.07,77,clear sky,5.66,,
Bremen,2024-03-09,09:46:01,5.67,77,clear sky,6.17,,
